reviewID,reviewText,label,reviews
11,"found the game a bit too complicated, not what I expected after having played 1602, 1503, and 1701",0,"found the game a bit too complicated, not what I expected after having played 1602, 1503, and 1701"
12,"This mug does only a fair job of keeping coffee hot.  It will absolutely NOT protect your shirt, pants, carseat, or anything else from spills and drips!  The lid does help to keep the coffee hot in that without the lid it is exposed to the air.  That slight benefit and it's attractive appearance are the only advantages I found.  If you have NO concern about leaking/dripping, this mug is sufficient, however, the Contigo Autoseal West Loop is a much better product, and for essentially the same price.  I have returned my Timolino PABLO-46GREmug and purchased 2 Contigo Autoseal West Loop thermal mugs in 2 of the many colors available (I like lilac & gunmetal).  This Timolino thermal mug, in my opinion, should cost only $10 due to it propensity to leak!",0,"This mug does only a fair job of keeping coffee hot.  It will absolutely NOT protect your shirt, pants, carseat, or anything else from spills and drips!  The lid does help to keep the coffee hot in that without the lid it is exposed to the air.  That slight benefit and it's attractive appearance are the only advantages I found.  If you have NO concern about leaking/dripping, this mug is sufficient, however, the Contigo Autoseal West Loop is a much better product, and for essentially the same price.  I have returned my Timolino PABLO-46GREmug and purchased 2 Contigo Autoseal West Loop thermal mugs in 2 of the many colors available (I like lilac & gunmetal).  This Timolino thermal mug, in my opinion, should cost only $10 due to it propensity to leak!"
13,Great!,0,Great!
14,"great game, I love it and have played it since its arrived",0,"great game, I love it and have played it since its arrived"
15,This cup worked well. It is not entirely leak proof but was a good office cup especially if you were like me and drank your coffee within an hour or so. Simple stainless and worked. I think someone stole mine to be honest I don't know where it took off to.,0,This cup worked well. It is not entirely leak proof but was a good office cup especially if you were like me and drank your coffee within an hour or so. Simple stainless and worked. I think someone stole mine to be honest I don't know where it took off to.
16,"Over and over the king has problems.  Fortunately, he has wise men to help him solve his problems.  Unfortunately, his wise men turn one problem into another problem.  So, on top of all his other problems his wise men are a problem too. Who wants mice all over the place; naughty mice at that?  And so many that they are in your food, even in your beard--you do have a beard? Well, the wise men have the answer to the problem.  And the king is delighted, but not for long because the problem comes back again and again.  In the end, the king wins ...and the king loses.  How can he both win AND lose? (Picture Book:  Fanciful Fiction) <a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Creative-Teacher-Activities-for-Language-Arts-Grades-4-through-8-and-Up/dp/1604945486/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Creative Teacher: Activities for Language Arts (Grades 4 through 8 and Up)</a>",0,"Over and over the king has problems.  Fortunately, he has wise men to help him solve his problems.  Unfortunately, his wise men turn one problem into another problem.  So, on top of all his other problems his wise men are a problem too. Who wants mice all over the place; naughty mice at that?  And so many that they are in your food, even in your beard--you do have a beard? Well, the wise men have the answer to the problem.  And the king is delighted, but not for long because the problem comes back again and again.  In the end, the king wins ...and the king loses.  How can he both win AND lose? (Picture Book:  Fanciful Fiction) <a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Creative-Teacher-Activities-for-Language-Arts-Grades-4-through-8-and-Up/dp/1604945486/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Creative Teacher: Activities for Language Arts (Grades 4 through 8 and Up)</a>"
17,i liked a lot some time that i haven't play a wonderfull game very simply and funny game verry good game.,0,i liked a lot some time that i haven't play a wonderfull game very simply and funny game verry good game.
18,"Have not used it often enough, but does what it is supposed to do, ie, keeps drinks hot AND does NOT leak. I am looking forward to giving these as gifts next Christmas",0,"Have not used it often enough, but does what it is supposed to do, ie, keeps drinks hot AND does NOT leak. I am looking forward to giving these as gifts next Christmas"
19,"I remember reading my parents' copy of this book until it fell apart. The story still makes me giggle. I just wanted to share it with my kids, who appreciated it even though most of them are teenagers now. The story is light-hearted and silly, but with a very powerful message about learning to live with the problems you have instead of trading them for larger problems. The artwork is hysterical, too.",0,"I remember reading my parents' copy of this book until it fell apart. The story still makes me giggle. I just wanted to share it with my kids, who appreciated it even though most of them are teenagers now. The story is light-hearted and silly, but with a very powerful message about learning to live with the problems you have instead of trading them for larger problems. The artwork is hysterical, too."
20,"I'm an avid gamer, but Anno 2070 is an INSULT to gaming.  It is so buggy and half-finished that the first campaign doesn't even work properly and the DRM is INCREDIBLY frustrating to deal with. Once you manage to work your way past the massive amounts of bugs and get through the DRM, HOURS later you finally figure out that the game has no real tutorial, so you stuck just clicking around randomly. Sad, sad, sad, example of a game that could have been great but FTW.",0,"I'm an avid gamer, but Anno 2070 is an INSULT to gaming.  It is so buggy and half-finished that the first campaign doesn't even work properly and the DRM is INCREDIBLY frustrating to deal with. Once you manage to work your way past the massive amounts of bugs and get through the DRM, HOURS later you finally figure out that the game has no real tutorial, so you stuck just clicking around randomly. Sad, sad, sad, example of a game that could have been great but FTW."
21,"These mugs do what they are designed to do, i.e., keep liquids hot or cold for hours, don't leak, easy to clean and attractive to look at.  But, do not put them in the dishwasher as they lose their magic!",0,"These mugs do what they are designed to do, i.e., keep liquids hot or cold for hours, don't leak, easy to clean and attractive to look at.  But, do not put them in the dishwasher as they lose their magic!"
22,"My copy is so tattered, worn and so loved.  A well done plot on how it's sometimes better to get along, than to try to work the problem.",0,"My copy is so tattered, worn and so loved.  A well done plot on how it's sometimes better to get along, than to try to work the problem."
23,I have played the old anno 1701 AND 1503.  this game looks great but is more complex than the previous versions of the game. I found a lot of things lacking such as the sources of power and an inability to store energy with batteries or regenertive fuel cells as buildings in the game need power. Trade is about the same. My main beef with this it requires an internet connection. Other than that it has wonderful artistry and graphics. It is the same as anno 1701 but set in a future world where global warmming as flood the land and resource scarcity has sent human kind to look to the deep ocean for valuable minerals. I recoment the deep ocean expansion or complete if you get this. I found the ai instructor a little corny but other than that the game has some real polish. I wrote my 2 cents worth on suggestions on anno 2070 wiki and you can read 3 pages on that for game ideas I had.,0,I have played the old anno 1701 AND 1503.  this game looks great but is more complex than the previous versions of the game. I found a lot of things lacking such as the sources of power and an inability to store energy with batteries or regenertive fuel cells as buildings in the game need power. Trade is about the same. My main beef with this it requires an internet connection. Other than that it has wonderful artistry and graphics. It is the same as anno 1701 but set in a future world where global warmming as flood the land and resource scarcity has sent human kind to look to the deep ocean for valuable minerals. I recoment the deep ocean expansion or complete if you get this. I found the ai instructor a little corny but other than that the game has some real polish. I wrote my 2 cents worth on suggestions on anno 2070 wiki and you can read 3 pages on that for game ideas I had.
24,"Overall it is a nice mug. it is easy to use and comfortable to hold. I wish it had better insulation. If you are looking for your coffee to stay hot for a long time, this mug is NOT for you. If you want a nice mug for short trips, this mug is perfect.",0,"Overall it is a nice mug. it is easy to use and comfortable to hold. I wish it had better insulation. If you are looking for your coffee to stay hot for a long time, this mug is NOT for you. If you want a nice mug for short trips, this mug is perfect."
25,"This was one of my favorites when I was a small child, so I bought a copy for my nephew when he was just starting to read.",0,"This was one of my favorites when I was a small child, so I bought a copy for my nephew when he was just starting to read."
26,"I liked it and had fun with it, played for a while and got my money's worth.  You can certainly go further than I did but I got frustrated with the fact that here we are in this new start and still taking from the earth rather than living with it. Better than simcity in that respect and maybe the best we could hope for.",0,"I liked it and had fun with it, played for a while and got my money's worth.  You can certainly go further than I did but I got frustrated with the fact that here we are in this new start and still taking from the earth rather than living with it. Better than simcity in that respect and maybe the best we could hope for."
27,"I love this mug. It cleans easily and keeps drinks hot. The red is REALLY red; I might have chosen another color, but it's a great mug.",0,"I love this mug. It cleans easily and keeps drinks hot. The red is REALLY red; I might have chosen another color, but it's a great mug."
28,"So, you think you have problems? Things could be worse and this clever book can prove it. The king starts out with a problem. The mice are eating his cheese. The more he tries to fix the problem, the worse it gets. The king finally arranges to bring back the mice when he comes to the realization that his original dilemma  wasn't so intolerable after all. The solution requires cooperation from the king and the mice. It involves the cheese.",0,"So, you think you have problems? Things could be worse and this clever book can prove it. The king starts out with a problem. The mice are eating his cheese. The more he tries to fix the problem, the worse it gets. The king finally arranges to bring back the mice when he comes to the realization that his original dilemma  wasn't so intolerable after all. The solution requires cooperation from the king and the mice. It involves the cheese."
29,4 Stars because they like it and play it often enough so don't feel like money is wasted. I got them one each so they can multiplay with each other.,0,4 Stars because they like it and play it often enough so don't feel like money is wasted. I got them one each so they can multiplay with each other.
30,"This is a great learning tool for teaching children how to tell time. The numbers are printed clearly and easy to read, including the seconds. The hands are easy to move. There is a piece on the back that can be used to prop up the clock, and the piece can pop off easily. It is easy to put back on though. I also ordered the ""Telling Time with the Judy Clock"" workbook. The little booklet that comes with the Judy clock has a lot of the same pages as the workbook, but it's a lot smaller. The ""Telling Time"" workbook gives children a lot more practice with learning to tell time.",1,"This is a great learning tool for teaching children how to tell time. The numbers are printed clearly and easy to read, including the seconds. The hands are easy to move. There is a piece on the back that can be used to prop up the clock, and the piece can pop off easily. It is easy to put back on though. I also ordered the ""Telling Time with the Judy Clock"" workbook. The little booklet that comes with the Judy clock has a lot of the same pages as the workbook, but it's a lot smaller. The ""Telling Time"" workbook gives children a lot more practice with learning to tell time."
31,"My mom bought this for my oldest son.  He and his younger brother loved it.  When the baby rolled around, so to speak, 9 years later, it became his favorite too.  No one, child or , well, old child, fails to be delighted by this story.  Oddly, they all seem to have the same favorite page, too (when the elephants are run out of town by the returning mice). This is a never-fail hit, and cheers everyone up as they face the prospect of the nap.",0,"My mom bought this for my oldest son.  He and his younger brother loved it.  When the baby rolled around, so to speak, 9 years later, it became his favorite too.  No one, child or , well, old child, fails to be delighted by this story.  Oddly, they all seem to have the same favorite page, too (when the elephants are run out of town by the returning mice). This is a never-fail hit, and cheers everyone up as they face the prospect of the nap."
32,"I've bought and played ALL of the ANNO games since 1602, and spent more hours than I can even count building massive empires with extremely complex trade routes. I was thrilled to see another installment released, but I absolutely will NOT pay for something that limits my hardware changes and installs. Wake up UBI, look at all of your other software title reviews, both here on Amazon and on gaming sites. People are not as stupid as you think, and will simply find a different game to fill their time with and throw their money at if their freedoms are inhibited by your software. By adding DRM you've actually promoted the use of piracy instead of reduced it, because those that really do want to play it will find a way.",1,"I've bought and played ALL of the ANNO games since 1602, and spent more hours than I can even count building massive empires with extremely complex trade routes. I was thrilled to see another installment released, but I absolutely will NOT pay for something that limits my hardware changes and installs. Wake up UBI, look at all of your other software title reviews, both here on Amazon and on gaming sites. People are not as stupid as you think, and will simply find a different game to fill their time with and throw their money at if their freedoms are inhibited by your software. By adding DRM you've actually promoted the use of piracy instead of reduced it, because those that really do want to play it will find a way."
33,"This is a nice little clock, and the hands line up very well, so is perfect for teaching children to read time. Recommended",0,"This is a nice little clock, and the hands line up very well, so is perfect for teaching children to read time. Recommended"
34,"41 years later: The cheese is government cheese. The mice objected to the king's idea of good manners as species-centric, and rebelled. The king blamed the peasants, and forbade them to keep cats or chase mice from their homes. This made things worse. Peasants that could afford to do so moved as far away from mice as possible. I can't wait for the next chapter.",0,"41 years later: The cheese is government cheese. The mice objected to the king's idea of good manners as species-centric, and rebelled. The king blamed the peasants, and forbade them to keep cats or chase mice from their homes. This made things worse. Peasants that could afford to do so moved as far away from mice as possible. I can't wait for the next chapter."
35,"Loved playing Dirt 2 and I thought the graphics were good.  Purchased Dirt 3 as an addition to the other...and the graphics are absolutely ""Gorgeous""  If you liked Dirt or Dirt 2...you are going to love Dirt 3.  The game was easier to configure with my Logitech wireless rumblepad...and with my EVGA GTX 580, and all detail set to full on graphics at 1920 x 1080 I get over 100 fps.  The game looks good, plays well and is a blast!",1,"Loved playing Dirt 2 and I thought the graphics were good.  Purchased Dirt 3 as an addition to the other...and the graphics are absolutely ""Gorgeous""  If you liked Dirt or Dirt 2...you are going to love Dirt 3.  The game was easier to configure with my Logitech wireless rumblepad...and with my EVGA GTX 580, and all detail set to full on graphics at 1920 x 1080 I get over 100 fps.  The game looks good, plays well and is a blast!"
36,I purchased one for each of my children instead of just a single large clock because my kids LOVE playing with them! They are small enough to sit beside their beds so at night time we can review bed time and what time they can get up in the morning (an actual working clock is in their room for reference). Makes learning time fun and easy for them and will be a great supplement to future homework as my oldest begins kindergarten this year.,0,I purchased one for each of my children instead of just a single large clock because my kids LOVE playing with them! They are small enough to sit beside their beds so at night time we can review bed time and what time they can get up in the morning (an actual working clock is in their room for reference). Makes learning time fun and easy for them and will be a great supplement to future homework as my oldest begins kindergarten this year.
37,One of the best books I have ever read.  The message is deep wisdom that our government leaders and makers of US foreign policy would do well to internalize. Your kids will like it too.,1,One of the best books I have ever read.  The message is deep wisdom that our government leaders and makers of US foreign policy would do well to internalize. Your kids will like it too.
38,The Judy clock is a marvelous teaching aid for children learning to tell time. This is a perfect size to have at home for practice.,0,The Judy clock is a marvelous teaching aid for children learning to tell time. This is a perfect size to have at home for practice.
39,Finally back in print.  What an awesome book.  Loved it as a kid and now one of my kids' favorites.  So happy I can now purchase for my niece.,1,Finally back in print.  What an awesome book.  Loved it as a kid and now one of my kids' favorites.  So happy I can now purchase for my niece.
40,lot of people don't like RALLY because they already tried gran turismo game. to tell you the truth gran turismo RALLY physic is just boring boring boring. gran turismo only good for racing simulation but RALLY part is suck!!!!  dirt 2 amazed me how much fun it was and now dirt 3 with 3 time more race tracks than dirt 2.  MUST BUY!!!!!!!!!!,0,lot of people don't like RALLY because they already tried gran turismo game. to tell you the truth gran turismo RALLY physic is just boring boring boring. gran turismo only good for racing simulation but RALLY part is suck!!!!  dirt 2 amazed me how much fun it was and now dirt 3 with 3 time more race tracks than dirt 2.  MUST BUY!!!!!!!!!!
41,"I felt like my son's kindergarten class didn't cover telling time very effectively and when I discovered he could only tell time on the hour (and called it 'twelve sixty' instead of 'twelve o'clock') I ordered this clock for him. Within 2 days of MAYBE 5 minutes per day of me explaining how the clock worked, he could tell time to the exact MINUTE and get it perfectly right every time! My boy is CRAZY about gears and the fact that this clock has two internal gears showing through a clear window grabbed his eyes and riveted his attention the second he saw it. He immediately wrestled the clock from my hands to play with it. Since playing is learning, I let him have it. The hands are cleverly geared to where the hour hand will advance when the minute hand is turned but the hands are not ""locked"" so you can move the minute and hour hand to wherever you want them to be. This is VERY helpful when you are first teaching time. I could place the hour hand EXACTLY on 12 and the minute hand EXACTLY on the 6 to help him identify 12:30. With other clocks the hour & minute hands lock so when the minute hand is on the half hour, the hour hand is between the 12 and 1 and it won't let you move it forwards or back. I LOVE LOVE LOVE that this clock does not lock like that and lets me move the hands completely independently or in tandem as I choose! Sure, he can see that when he moves the minute hand, the hour progresses on its own towards the next hour number and NOW he understands how to read a clock when the hour hand is halfway between two numbers but before he was confused by the hand being between the 12 and 1 and would guess at the time (sixty o'five?) Another thing I love about this clock is that around the outside edge of the numbers is a blue painted ""gear"" circle shape (shown as a green outer ring in the preview) that has the five minute increments written beside every number and the ""teeth"" of the gear mark the individual minutes in between each 5 minute number. He latched on to the gear concept instantly so explaining to him that each gear tooth represented one minute made learning to tell time a SNAP. Literally, I explained the very basics and as he played with the clock, he got it. Easiest thing I have EVER taught him thanks to this little Judy clock! If you feel like maybe you can't put your understanding of telling time into words, don't worry! The little booklet that comes with the clock gives you step-by-step teaching sentences you can repeat to your child and even covers what 'quarter hour' means. The booklet is about 5x7 inches with some small coloring pages, a few short question worksheets and time telling challenges, etc. I started to use the booklet and got to the part about where I explain quarter hours (the clock is like a pizza and you can slice the time into 4 equal parts of 15 minutes each) and my son was hushing me up because he suddenly understood telling time and wanted to make the clock read the same time as our digital microwave clock. This was in the first five minutes of the thing being in his hands and he did it! If you have a child who is a tactile-kinesthetic learner, has had difficulty telling time or you just want to make homework a million times easier, get this clock! (And I suggest this style - 'My Own Little Judy Clock' that has non-locking hands). Confusing homework sheets with bland black-and-white clock images become soooo much easier to understand when your child can hold a clock, move the hands around, count by fives along the outer minute rim or count the individual teeth if necessary to answer math questions. If only all of teaching was this easy! Clock is yellow plastic with plastic hands and internal gears. It isn't flimsy but could crack if stepped on. Hands are not brittle and have some give to them, which is nice because they get much more handling. 5 inches tall by 5 inches wide with little plastic easel stand in the back for upright display. Black printed numbers with a blue printed outer minute ring. Red & green internal wheels behind clear plastic window.",1,"I felt like my son's kindergarten class didn't cover telling time very effectively and when I discovered he could only tell time on the hour (and called it 'twelve sixty' instead of 'twelve o'clock') I ordered this clock for him. Within 2 days of MAYBE 5 minutes per day of me explaining how the clock worked, he could tell time to the exact MINUTE and get it perfectly right every time! My boy is CRAZY about gears and the fact that this clock has two internal gears showing through a clear window grabbed his eyes and riveted his attention the second he saw it. He immediately wrestled the clock from my hands to play with it. Since playing is learning, I let him have it. The hands are cleverly geared to where the hour hand will advance when the minute hand is turned but the hands are not ""locked"" so you can move the minute and hour hand to wherever you want them to be. This is VERY helpful when you are first teaching time. I could place the hour hand EXACTLY on 12 and the minute hand EXACTLY on the 6 to help him identify 12:30. With other clocks the hour & minute hands lock so when the minute hand is on the half hour, the hour hand is between the 12 and 1 and it won't let you move it forwards or back. I LOVE LOVE LOVE that this clock does not lock like that and lets me move the hands completely independently or in tandem as I choose! Sure, he can see that when he moves the minute hand, the hour progresses on its own towards the next hour number and NOW he understands how to read a clock when the hour hand is halfway between two numbers but before he was confused by the hand being between the 12 and 1 and would guess at the time (sixty o'five?) Another thing I love about this clock is that around the outside edge of the numbers is a blue painted ""gear"" circle shape (shown as a green outer ring in the preview) that has the five minute increments written beside every number and the ""teeth"" of the gear mark the individual minutes in between each 5 minute number. He latched on to the gear concept instantly so explaining to him that each gear tooth represented one minute made learning to tell time a SNAP. Literally, I explained the very basics and as he played with the clock, he got it. Easiest thing I have EVER taught him thanks to this little Judy clock! If you feel like maybe you can't put your understanding of telling time into words, don't worry! The little booklet that comes with the clock gives you step-by-step teaching sentences you can repeat to your child and even covers what 'quarter hour' means. The booklet is about 5x7 inches with some small coloring pages, a few short question worksheets and time telling challenges, etc. I started to use the booklet and got to the part about where I explain quarter hours (the clock is like a pizza and you can slice the time into 4 equal parts of 15 minutes each) and my son was hushing me up because he suddenly understood telling time and wanted to make the clock read the same time as our digital microwave clock. This was in the first five minutes of the thing being in his hands and he did it! If you have a child who is a tactile-kinesthetic learner, has had difficulty telling time or you just want to make homework a million times easier, get this clock! (And I suggest this style - 'My Own Little Judy Clock' that has non-locking hands). Confusing homework sheets with bland black-and-white clock images become soooo much easier to understand when your child can hold a clock, move the hands around, count by fives along the outer minute rim or count the individual teeth if necessary to answer math questions. If only all of teaching was this easy! Clock is yellow plastic with plastic hands and internal gears. It isn't flimsy but could crack if stepped on. Hands are not brittle and have some give to them, which is nice because they get much more handling. 5 inches tall by 5 inches wide with little plastic easel stand in the back for upright display. Black printed numbers with a blue printed outer minute ring. Red & green internal wheels behind clear plastic window."
42,"To summarize the story, it's all about trying to deal with the problem you have in the first place (mice), rather than bringing in solutions that create even worse problems (cats, dogs, lions and elephants). But since you will likely be reading it to your kids, the story is not all that important at first.  I had this as a boy and enjoyed the drawings, which gets a kid hooked on a book before anything else.  My two-year-old LOVES this book, and fills in the words every time we get to words like ""king"" ""mice"" ""cheese"" ""lion"", etc.  He really has no idea what the story teaches, but he loves to read it with me, and that's the key to a great kid's book.",1,"To summarize the story, it's all about trying to deal with the problem you have in the first place (mice), rather than bringing in solutions that create even worse problems (cats, dogs, lions and elephants). But since you will likely be reading it to your kids, the story is not all that important at first.  I had this as a boy and enjoyed the drawings, which gets a kid hooked on a book before anything else.  My two-year-old LOVES this book, and fills in the words every time we get to words like ""king"" ""mice"" ""cheese"" ""lion"", etc.  He really has no idea what the story teaches, but he loves to read it with me, and that's the key to a great kid's book."
43,I had Dirt 2 on Xbox 360 and it was an okay game. I started playing games on my laptop and bought a few new games to build my collection. This game is very fun to play. It is so much better than Dirt 2. If you like racing games you should check this out. The graphics are perfect on my compter.,1,I had Dirt 2 on Xbox 360 and it was an okay game. I started playing games on my laptop and bought a few new games to build my collection. This game is very fun to play. It is so much better than Dirt 2. If you like racing games you should check this out. The graphics are perfect on my compter.
44,It works to help kids learn time but i thought it would be bigger and come with game ideas to make learning more fun,0,It works to help kids learn time but i thought it would be bigger and come with game ideas to make learning more fun
45,"I was given this book for my 8th birthday, in the year of its first publication. The Golden Treasury of Poetry was a constant companion; lost, alas, after ""growing up"" and making many life-moves. This year, 2009, 50 years after I first received this book, I recaptured it from a used book dealer in upstate NY, as a birthday present to myself for my 58th birthday. The book is my bridge back in time. A beloved collection of classics for children; don't let yours slip away!",0,"I was given this book for my 8th birthday, in the year of its first publication. The Golden Treasury of Poetry was a constant companion; lost, alas, after ""growing up"" and making many life-moves. This year, 2009, 50 years after I first received this book, I recaptured it from a used book dealer in upstate NY, as a birthday present to myself for my 58th birthday. The book is my bridge back in time. A beloved collection of classics for children; don't let yours slip away!"
46,"This is a must have for any gamer. Codemasters really hit a home run on this one. I would like to see F1 2011 be this good using the ego engine 2.0 and the physics model in this game is right on the money. This game is the reason everyone should buy the best graphics card they can afford. I am using a nvidia 460 overclocked, and I have on order a 590. I want to run this game with everything on highest level. I swear to you that even with the 460 + , the graphics are very realistic and I really enjoy racing at ground level. This game makes Codemasters the king of graphics realism. BUY THIS GAME !!!!! December 6, 2011  I saw my review of the Internet and wanted to update it for you. First of all anyone with this program, BUY the extra environments and cars. It is money well spent and a first class job of an addon. I wanted everyone to know that this program is still the top of the heap in graphics. I bought Battlefield 3 and it is good, but not the standard of the ego 2 engine. Codemasters are the king of graphics so far and I find that the more realism a game has, the more adicted you will become. No other program running with all variables to the max, looks like Dirt 3. Thank God for codemasters and I can hardly wait for GRID 2 in the summer.",1,"This is a must have for any gamer. Codemasters really hit a home run on this one. I would like to see F1 2011 be this good using the ego engine 2.0 and the physics model in this game is right on the money. This game is the reason everyone should buy the best graphics card they can afford. I am using a nvidia 460 overclocked, and I have on order a 590. I want to run this game with everything on highest level. I swear to you that even with the 460 + , the graphics are very realistic and I really enjoy racing at ground level. This game makes Codemasters the king of graphics realism. BUY THIS GAME !!!!! December 6, 2011  I saw my review of the Internet and wanted to update it for you. First of all anyone with this program, BUY the extra environments and cars. It is money well spent and a first class job of an addon. I wanted everyone to know that this program is still the top of the heap in graphics. I bought Battlefield 3 and it is good, but not the standard of the ego 2 engine. Codemasters are the king of graphics so far and I find that the more realism a game has, the more adicted you will become. No other program running with all variables to the max, looks like Dirt 3. Thank God for codemasters and I can hardly wait for GRID 2 in the summer."
47,exactly as described when used as communion cups,0,exactly as described when used as communion cups
48,I had this book as a child and loved it. The collection of poems is a broad and deep as I remembered,0,I had this book as a child and loved it. The collection of poems is a broad and deep as I remembered
49,"I'm sure I would love the game, if I could play it, I have loved all the Hitman games thus far.  The one star is due to steam.  Steam is absolutely beyond annoying and they do NOT help you if you ask them.  I found out after I purchased it that windows xp does not support direct X-10.  I do have a high end video card but it doesn't make a difference.  I recommend that no one purchase any games or other items that require steam.  Perhaps then they will fix all the problems or go out of business (my favorite option).  I am very good with computers (built mine) so that is not the problem.  As always it's a steam issue.",0,"I'm sure I would love the game, if I could play it, I have loved all the Hitman games thus far.  The one star is due to steam.  Steam is absolutely beyond annoying and they do NOT help you if you ask them.  I found out after I purchased it that windows xp does not support direct X-10.  I do have a high end video card but it doesn't make a difference.  I recommend that no one purchase any games or other items that require steam.  Perhaps then they will fix all the problems or go out of business (my favorite option).  I am very good with computers (built mine) so that is not the problem.  As always it's a steam issue."
50,"nice for small churchs like ours. I appreciate being able to get 500 small count rather than the large 1000 count, for these will last us a long time, they serve their purpose well.",0,"nice for small churchs like ours. I appreciate being able to get 500 small count rather than the large 1000 count, for these will last us a long time, they serve their purpose well."
51,"My aunt bought me this book in 1962 - I was ten years old. My younger sister and I read the poems and loved them all. We marked the book up by writing in it by trying to copy all the great illustrations in it. My dad, sister, and myself would read about Paul Revere's ride and The Common Cormorant and then talk about what we read. My father's favorite poem in it was The Children's Hour. When I was in my 30's I bought myself another copy of it. Both my sister and my dad have passed and this poetry book brings back all the memories that I shared with them. I'm 64 now and still remember the words to my favorite poems in this anthology. It will definitely make memories for any child who is lucky enough to get a copy.",0,"My aunt bought me this book in 1962 - I was ten years old. My younger sister and I read the poems and loved them all. We marked the book up by writing in it by trying to copy all the great illustrations in it. My dad, sister, and myself would read about Paul Revere's ride and The Common Cormorant and then talk about what we read. My father's favorite poem in it was The Children's Hour. When I was in my 30's I bought myself another copy of it. Both my sister and my dad have passed and this poetry book brings back all the memories that I shared with them. I'm 64 now and still remember the words to my favorite poems in this anthology. It will definitely make memories for any child who is lucky enough to get a copy."
